focal_event,time,behavior,people_pass,human_squirrel_engage,conspecific_interaction,trail,photo,contact,food_item,notes,
A_07_08A19,19:06:09,sitting,,,,,,,,,
A_07_08A19,19:06:21,digging,,,,,,,,,
A_07_08A19,19:06:26,itching,,,,,,,,,
A_07_08A19,19:06:30,standing,,,,,,,,hind legs,
A_07_08A19,19:06:31,moving,,,,,,,,,
A_07_08A19,19:06:36,oos,,,,,,,,,
A_01_09A19,8:11:06,sitting,,,,campsite,,,,nests around,
A_01_09A19,8:12:17,oos,,,,,,,,,
A_01_10A19,15:10:18,sitting/chewing,,,,under car in parking lot ,,,,watchman,
A_01_10A19,15:10:35,grooming,,,,,,,,,
A_01_10A19,15:10:38,moving,,,,,,,,,
A_01_10A19,15:10:51,still,,,,,,,,,
A_01_10A19,15:10:58,moving,,,,under car,,,,,
A_01_10A19,15:11:36,oos,,,,,,,,,
A_02_10A19,15:17:18,sitting,,,,under RV,,,,,
A_02_10A19,15:17:49,oos,,,,,,,,,
A_02_10A19,15:19:00,moving,,,,under other RV,,,,,
A_02_10A19,15:19:14,,,,,,,,,,
A_02_10A19,15:19:36,sitting,,,,,,,,,
A_02_10A19,15:20:38,moving,,,,,,,,,
A_02_10A19,15:21:19,oos,,,,,,,,,
A_03_10A19,15:27:55,moving,,,,,,,,,
A_03_10A19,15:28:11,oos,,,,,,,,,
A_04_10A19,15:35:48,siting/vocalizing,,,,in bush,,,,,
A_04_10A19,15:36:02,siting,,,,,,,,other squirrel squeaking 1 per second,
A_04_10A19,15:40:20,climbing,,,,bush,,,,,
A_04_10A19,15:40:48,oos,,,,,,,,,
A_05_10A19,15:45:00,sitting,,,,in grass,,,,other squirrell calling,
A_05_10A19,15:45:33,moving,,,,,,,,other squirrell calling,
A_05_10A19,15:46:04,sitting,,,,,,,,other squirrell calling,
A_05_10A19,15:46:31,moving,,,,,,,,other squirrell calling,
A_05_10A19,15:46:35,laying,,,,,,,,,
A_05_10A19,15:47:08,moving,,,,,,,,,
A_05_10A19,15:47:12,still/laying,,,,,,,,,
A_05_10A19,15:47:23,moving,,,,,,,,,
A_05_10A19,15:47:27,sitting,,,,,,,,,
A_05_10A19,15:47:36,moving,,,,,,,,,
A_05_10A19,15:47:39,laying,,,,,,,,,
A_05_10A19,15:47:53,climbing,,,,tree,,,,,
A_05_10A19,15:48:16,oos,,,,,,,,,
A_05_10A19,15:48:36,sitting,,,,,,,,,
A_05_10A19,15:49:30,,,,,,,,,other squirrel starts calling,
A_05_10A19,15:53:50,eating,,,,,,,leaf,,
A_05_10A19,15:54:20,climbing,,,,,,,,,
A_05_10A19,15:55:05,still,,,,,,,,,
A_06_10A19,16:06:57,sitting,,,,,,,,,
A_06_10A19,16:07:02,moving,,,,,,,,,
A_06_10A19,16:07:06,oos/end,,,,,,,,,
A_07_10A19,16:07:41,moving,,,,under RV,,,,,
A_07_10A19,16:08:04,sitting,,,,,,,,,
A_07_10A19,16:08:14,moving,,,,,,,,,
A_07_10A19,16:08:20,digging,,,,,,,,,
A_07_10A19,16:08:28,standing,,,,,,,,hind legs,
A_07_10A19,16:08:48,digging,,,,,,,,,
A_07_10A19,16:08:56,moving,,,,,,,,,
A_07_10A19,16:09:18,sniffing,,,,,,,,,
A_07_10A19,16:09:27,chewing,,,,,,,,,
A_07_10A19,16:09:31,sniffing,,,,,,,,,
A_07_10A19,16:09:45,moving,,,,,,,,,
A_07_10A19,16:09:52,sniffing,,,,,,,,,
A_07_10A19,16:10:00,moving,,,,,,,,1 other squirrel,
A_07_10A19,16:11:00,end/oos,,,,,,,,,
A_08_10A19,16:12:37,eating,,,,,,,grass,,
A_08_10A19,16:13:03,oos,,,,,,,,,
A_09_10A19,16:16:07,moving,,,,,,,,,
A_09_10A19,16:16:24,sitting,,,,,,,,,
A_09_10A19,16:16:30,moving,,,,,,,,,
A_09_10A19,16:16:44,oos,,,,,,,,,
A_10_10A19,16:44:45,sniffing,,,,,,,,,
A_10_10A19,16:45:02,moving,,,,,,,,,
A_10_10A19,16:45:03,oos,,,,,,,,,
A_11_10A19,16:47:24,moving,,,,,,,,juvenile,
A_11_10A19,16:47:34,sitting,,,,under car,,,,,
A_11_10A19,16:47:45,moving,,,,,,,,,
A_11_10A19,16:48:26,still,,,,under car,,,,,
A_11_10A19,16:48:35,moving,,,,,,,,,
A_11_10A19,16:48:40,itching,,,,,,,,,
A_11_10A19,16:48:43,moving,,,,,,,,,
A_11_10A19,16:48:54,rolling,,,,in sand,,,,,
A_11_10A19,16:49:04,moving,,,,,,,,,
A_11_10A19,16:49:13,standing,,,,,,,,hind legs,
A_11_10A19,16:49:26,climbing,,,,camp chair,,,,,
A_11_10A19,16:49:33,standing,,,,,,,,hind legs,
A_11_10A19,16:49:37,moving,,,,,,,,,
A_11_10A19,16:49:41,standing,,,,,,,,hind legs,
A_11_10A19,16:49:58,moving,,,,,,,,,
A_11_10A19,16:50:08,standing,,,,under table,,,,hind legs,
A_11_10A19,16:50:16,moving,,,,,,,,,
A_11_10A19,16:50:31,still,,,,under table,,,,,
A_11_10A19,16:50:58,moving,,,,in bush,,,,,
A_11_10A19,16:51:49,still,,,,,,,,,
A_11_10A19,16:52:22,moving,,,,,,,,,
A_11_10A19,16:52:32,still,,,,in shade,,,,,
A_11_10A19,16:52:38,moving,,,,,,,,,
A_11_10A19,16:53:01,laying,,,,in shade,,,,,
A_11_10A19,16:56:12,moving,,,,,,,,,
A_11_10A19,16:56:40,oos,,,,,,,,,
A_12_10A19,16:57:04,moving,,,,,,,,,
A_12_10A19,16:57:13,oos,,,,in bush,,,,with other squirrel,
A_12_10A19,16:57:42,moving,,,,,,,,,
A_12_10A19,16:58:15,oos,,,,,,,,,
A_01_11A19,17:43:57,moving,,,,in campsite,,,,,
A_01_11A19,17:44:05,sniffing,,,,,,,,,
A_01_11A19,17:44:15,laying,,,,,,,,,
A_01_11A19,17:44:49,rolling,,,,in sand,,,,,
A_01_11A19,17:45:07,moving,,,,,,,,,
A_01_11A19,17:45:20,sniffing,,,,,,,,,
A_01_11A19,17:45:34,moving,,,,,,,,,
A_01_11A19,17:45:41,laying,,,,,,,,,
A_01_11A19,17:46:09,moving,,,,,,,,,
A_01_11A19,17:46:13,laying,,,,,,,,,
A_01_11A19,17:46:50,moving,,,,,,,,,
A_01_11A19,17:47:31,laying,,,,,,,,,
A_01_11A19,17:47:43,moving,,,,,,,,,
A_01_11A19,17:47:59,standing,,,,,,,,hind legs,
A_01_11A19,17:48:04,moving,,,,,,,,,
A_01_11A19,17:48:12,laying,,,,under car,,,,,
A_01_11A19,17:48:30,moving,,,,,,,,,
A_01_11A19,17:48:42,itching,,,,,,,,,
A_01_11A19,17:48:45,moving,,,,,,,,,
A_01_11A19,17:49:03,sniffing,,,,,,,,,
A_01_11A19,17:49:18,moving,,,,,,,,,
A_01_11A19,17:49:56,laying,,,,,,,,,
A_01_11A19,17:50:27,moving,,,,,,,,,
A_02_11A19,17:51:21,still,,,,in campground,,,,,
A_02_11A19,17:51:27,moving,,,,,,,,,
A_02_11A19,17:51:33,still,,,,,,,,,
A_02_11A19,17:51:49,rolling,,,,in sand,,,,,
A_02_11A19,17:51:55,moving,,,,,,,,,
A_02_11A19,17:52:35,sniffing,,,,,,,,,
A_02_11A19,17:52:41,moving,,,,,,,,,
A_02_11A19,17:52:54,digging,,,,,,,,,
A_02_11A19,17:53:11,sitting,,,,,,,,,
A_02_11A19,17:53:54,digging,,,,,,,,,
A_02_11A19,17:53:59,still,,,,,,,,,
A_02_11A19,17:54:03,moving,,,,,,,,,
A_02_11A19,17:54:26,laying,,,,,,,,,
A_02_11A19,17:54:32,grooming,,,,,,,,,
A_02_11A19,17:54:43,still,,,,,,,,,
A_02_11A19,17:54:48,moving,,,yes,,,,,other squirrel aproaches,
A_02_11A19,17:55:08,laying,,,,,,,,,
A_02_11A19,17:55:20,chasing,,,yes,,,,,"fighting; bite, other squirrel retreats",
A_02_11A19,17:55:28,standing,,,,on rocks,,,,,
A_02_11A19,17:56:32,moving,,,,,,,,,
A_02_11A19,17:56:47,oos,,,,,,,,,
A_02_11A19,17:56:59,still,,,,on bush,,,,,
A_02_11A19,17:01:03,eating,,,,,,,bush,another squirrel is calling,
A_02_11A19,18:01:14,still,,,,,,,,,
A_02_11A19,18:01:21,end,,,,,,,,,
A_03_11A19,18:04:39,laying,,,,in campground,,,,,
A_03_11A19,18:04:56,moving,,,,,,,,,
A_03_11A19,18:06:02,sitting,,,,in diff campground,,,,,
A_03_11A19,18:06:22,eating,,,,,,,bush,,
A_03_11A19,18:06:34,sitting,,,,,,,,,
A_03_11A19,18:08:47,eating,,,,,,,bush,,
A_03_11A19,18:09:07,moving,,,,into bush,,,,,
A_03_11A19,18:09:15,oos,,,,,,,,,
A_04_11A19,18:09:54,laying,,,,in street,,,,juvenile,
A_04_11A19,18:10:11,moving,,,,,,,,,
A_04_11A19,18:10:33,eating,,,,,,,bush,,
A_04_11A19,18:10:41,moving,,,,,,,,,
A_04_11A19,18:10:52,still,,,,,,,,,
A_04_11A19,18:11:02,moving,,,,,,,,,
A_04_11A19,18:11:17,oos,,,,,,,,,
A_05_11A19,18:16:33,moving,,,,in camp ground,,,,,
A_05_11A19,18:16:53,sitting,,,,,,,,,
A_05_11A19,18:17:05,itching,,,,,,,,,
A_05_11A19,18:17:11,still,,,,,,,,,
A_05_11A19,18:17:15,sniffing,,,,,,,,,
A_05_11A19,18:17:21,standing,,,,,,,,hind legs,
A_05_11A19,18:17:33,sitting,,,,,,,,,
A_05_11A19,18:17:43,moving/oos/end,,,,,,,,,
A_06_11A19,18:23:47,moving,,,,,,,,,
A_06_11A19,18:23:55,still,,,,,,,,,
A_06_11A19,18:23:58,moving,,,,,,,,,
A_06_11A19,18:24:30,oos,,,,,,,,,
A_07_11A19,18:34:21,moving,,,,in campground,,,,juvenile,
A_07_11A19,18:35:05,laying,,,,in shade,,,,,
A_07_11A19,18:35:23,moving,,,,under raind fly,,,,,
A_07_11A19,18:35:56,oos,,,,,,,,,
A_07_11A19,18:36:41,moving,,,,,,,,,
A_07_11A19,18:36:59,standing,,,,,,,,hind legs,
A_07_11A19,18:37:27,moving,,,,,,,,,
A_07_11A19,18:38:10,sitting,,,,,,,,,
A_07_11A19,18:38:14,moving,,,,in other campground,,,,,
A_07_11A19,18:38:30,sitting,,,,,,,,,
A_07_11A19,18:39:22,moving,,,,,,,,,
A_07_11A19,18:39:46,oos,,,,,,,,,
A_07_11A19,18:40:33,moving ,,,,in campground,,,,,
A_07_11A19,18:40:45,laying,,,,,,,,,
A_07_11A19,18:40:47,standing,,,,hind feet,,,,,
A_07_11A19,18:40:51,moving,,,,in camp fire pit,,,,,
A_07_11A19,18:41:24,sitting,,,,,,,,,
A_07_11A19,18:41:36,moving,,,,,,,,,
A_07_11A19,18:41:40,laying,,,,in street,,,,,
A_07_11A19,18:42:34,moving,,,,under a car,,,,,
A_07_11A19,18:42:57,laying,,,yes,,,,,another squirrel nearby also under car,
A_07_11A19,18:43:12,moving,,,,out of car,,,,,
A_07_11A19,18:43:19,laying,,,,,,,,,
A_07_11A19,18:44:21,end,,,,,,,,,
A_08_11A19,18:45:09,sniffing,,,,on picnic table in campground,,,,,
A_08_11A19,18:45:20,still,,,,,,,,,
A_08_11A19,18:45:35,moving/oos,,,,up tree,,,,,
A_09_11A19,18:46:16,eating/laying,,,,,,,goldfish,,
A_09_11A19,18:47:36,digging,,,,,,,,,
A_09_11A19,18:47:44,eating/sitting,,,,,,,goldfish,,
A_09_11A19,18:47:55,digging,,,,,,,,,
A_09_11A19,18:48:02,eating,,,,,,,goldfish,,
A_09_11A19,18:48:28,digging,,,,,,,,,
A_09_11A19,18:48:40,eating,,,,,,,,,
A_09_11A19,18:48:56,digging,,,,,,,goldfish,,
A_09_11A19,18:49:24,chewing,,,,,,,,,
A_09_11A19,18:49:30,digging,,,,,,,goldfish,,
A_09_11A19,18:49:39,laying/chewing,,,,,,,leaf,,
A_09_11A19,18:51:57,digging,,,,,,,,,
A_09_11A19,18:52:03,laying/eating,,,,,,,,,
A_09_11A19,18:52:24,moving,,,,,,,,,
A_09_11A19,18:52:28,laying/chewing,,,,,,,,,
A_09_11A19,18:52:46,itching,,,,,,,,,
A_09_11A19,18:52:50,chewing,,,,,,,,,
A_09_11A19,18:52:57,sniffing/moving,,,,,,,,,
A_09_11A19,18:53:04,laying,,,,,,,,,
A_09_11A19,18:53:09,moving,,,,,,,,,
A_09_11A19,18:53:21,sitting,,,,,,,,,
A_09_11A19,18:53:28,moving,,,,in campfire,,,,,
A_09_11A19,18:53:42,moving,,,,,,,,,
A_09_11A19,18:53:50,chewing,,,,,,,grass,,
A_09_11A19,18:54:00,moving,,,,,,,,,
A_09_11A19,18:54:07,chewing,,,,,,,grass,,
A_09_11A19,18:54:17,moving,,,,,,,,,
A_09_11A19,18:54:34,laying,,,,on rock,,,,,
A_09_11A19,18:54:48,moving,,,,,,,,,
A_09_11A19,18:55:02,laying,,,,,,,,,
A_09_11A19,18:55:12,moving,,,,,,,,,
A_09_11A19,18:55:21,sniffing,,,,,,,trash,,
A_09_11A19,18:55:45,moving,,,yes,,,,,contact with other squirrel,
A_09_11A19,18:56:02,end,,,,,,,,,
A_10_11A19,19:08:14,moving,,yes,,,,,,squirrel in tent; man in tent to get out; girl kicking at tent; moving corner to corner to get out,
A_11_11A19,19:10:16,moving,,,,,,,,,
A_11_11A19,19:10:30,oos,,,,,,,,,
A_11_11A19,19:10:36,moving,,,,,,,,,
A_11_11A19,19:10:47,oos,,,,,,,,,
A_11_11A19,19:11:19,eating,,,,,,,grass,,
A_11_11A19,19:16:59,moving,,,,,,,,,
A_11_11A19,19:17:34,oos,,,,,,,,,
A_12_11A19,19:17:52,moving,,,,,,,,,
A_12_11A19,19:17:56,standing,,,,,,,,hind legs,
A_12_11A19,19:18:07,moving,,,,,,,,,
A_12_11A19,19:18:15,oos,,,,,,,,,
A_13_11A19,19:28:10,sitting,,,,under bush,,,,,
A_13_11A19,19:32:12,moving,,,,,,,,,
A_13_11A19,19:32:13,oos,,,,,,,,,
A_01_12A19,11:34:12,eating; standing,,,,in campsite,,,grass,hind legs,
A_01_12A19,11:34:48,moving,,,,,,,,,
A_01_12A19,11:34:53,sniffing,,,,,,,,,
A_01_12A19,11:34:55,moving,,,,,,,,,
A_01_12A19,11:35:06,digging,,,,,,,,,
A_01_12A19,11:35:19,moving,,,,,,,,,
A_01_12A19,11:35:34,sniffing,,,,,,,,,
A_01_12A19,11:35:53,moving,,,,,,,,,
A_01_12A19,11:36:02,sniffing,,,,,,,,,
A_01_12A19,11:36:11,oos,,,,in bush,,,,,
A_01_12A19,11:36:20,eating,,,,,,,grass,,
A_01_12A19,11:36:26,moving,,,,,,,,,
A_01_12A19,11:36:31,sitting,,,,,,,,,
A_01_12A19,11:37:01,eating,,,,,,,grass,,
A_01_12A19,11:37:33,moving,,,,,,,,,
A_01_12A19,11:37:43,digging,,,,,,,,,
A_01_12A19,11:37:58,still,,,,,,,,,
A_01_12A19,11:38:02,eating,,,,,,,grass,,
A_01_12A19,11:38:21,still,,,,,,,,,
A_01_12A19,11:39:29,eating,,,,,,,grass,,
A_01_12A19,11:40:11,moving,,,,,,,,,
A_01_12A19,11:40:20,eating,,,,,,,grass,,
A_01_12A19,11:42:31,moving,,,,,,,,,
A_01_12A19,11:42:46,oos,,,,,,,,,
A_01_12A19,11:43:40,end,,,,,,,,,
A_02_12A19,11:43:40,moving,,,,,,,,juvenile,
A_02_12A19,11:43:42,sitting,,,,,,,,,
A_02_12A19,11:43:54,moving/oos,,,,,,,,,
A_03_12A19,11:44:31,sitting,,,,in campsite shade,,,,,
A_03_12A19,11:45:35,chewing,,,,,,,,,
A_03_12A19,11:46:16,moving,,,,,,,,,
A_03_12A19,11:46:21,eating,,,,,,,grass,,
A_03_12A19,11:46:32,moving,,,,,,,,,
A_03_12A19,11:46:52,still,,,,,,,,,
A_03_12A19,11:47:11,laying,,,,,,,,,
A_03_12A19,11:48:05,sniffing,,,,,,,,,
A_03_12A19,11:48:10,eating,,,,,,,grass,,
A_03_12A19,11:48:23,sniffing,,,,,,,,,
A_03_12A19,11:48:30,eating,,,,,,,grass,,
A_03_12A19,11:48:50,sniffing,,,,,,,,,
A_03_12A19,11:48:54,laying,,,,,,,,,
A_03_12A19,11:49:03,moving,,,,,,,,,
A_03_12A19,11:49:18,still,,,,in tree,,,,,
A_03_12A19,11:49:32,moving,,,,,,,,,
A_03_12A19,11:49:36,laying,,,,on branch,,,,,
A_03_12A19,11:50:55,moving,,,,,,,,,
A_03_12A19,11:51:02,sniffing,,,,,,,,,
A_03_12A19,11:51:08,eating,,,,,,,grass,,
A_03_12A19,11:51:32,still,,,,,,,,,
A_03_12A19,11:51:42,sniffing,,,,,,,,,
A_03_12A19,11:52:02,still,,,,,,,,,
A_03_12A19,11:52:16,chewing,,,,,,,,,
A_03_12A19,11:52:28,still,,,,,,,,,
A_03_12A19,11:52:50,sniffing,,,,,,,,,
A_03_12A19,11:53:05,eating,,,,,,,grass,,
A_03_12A19,11:54:16,grooming,,,,,,,,tail,
A_03_12A19,11:54:24,sniffing,,,,,,,,,
A_03_12A19,11:54:31,end,,,,,,,,,
A_04_12A19,11:55:49,sniffing,,,,in campsite,,,,,
A_04_12A19,11:55:54,digging,,,,,,,,,
A_04_12A19,11:55:59,still,,,,,,,,,
A_04_12A19,11:56:05,laying,,,,,,,,,
A_04_12A19,11:56:36,moving,,,,,,,,,
A_04_12A19,11:56:55,rolling,,,,in sand,,,,,
A_04_12A19,11:56:58,moving,,,,,,,,,
A_04_12A19,11:57:11,sniffing,,,,,,,,,
A_04_12A19,11:57:42,still,,,,,,,,,
A_04_12A19,11:57:50,sniffing,,,,,,,,,
A_04_12A19,11:57:57,eating,,,,,,,gras,,
A_04_12A19,11:58:21,moving,,,,,,,,,
A_04_12A19,11:59:02,eating,,,,,,,grass,,
A_04_12A19,11:59:12,sniffing,,,,,,,,,
A_04_12A19,11:59:18,eating,,,,,,,grass,,
A_04_12A19,11:59:30,sniffing,,,,,,,,,
A_04_12A19,11:59:40,moving,,,,,,,,,
A_04_12A19,11:59:57,standing,,,,,,,,hind legs,
A_04_12A19,12:00:00,moving,,,,,,,,,
A_04_12A19,12:00:21,still,,,,,,,,,
A_04_12A19,12:00:33,moving,,,,,,,,,
A_04_12A19,12:01:20,oos,,,,in bush,,,,,
A_04_12A19,12:02:20,end,,,,,,,,,
A_05_12A19,12:02:53,sniffing,,,,,,,,juvenile,
A_05_12A19,12:03:09,digging,,,,,,,,,
A_05_12A19,12:03:23,moving,,,,,,,,,
A_05_12A19,12:03:31,still,,,,,,,,,
A_05_12A19,12:03:38,moving,,,,,,,,,
A_05_12A19,12:03:46,still,,,,,,,,,
A_05_12A19,12:03:52,itching,,,,,,,,,
A_05_12A19,12:03:56,moving,,,,,,,,,
A_05_12A19,12:04:05,still,,,,,,,,,
A_05_12A19,12:04:24,oos,,,,in bush,,,,,
A_06_12A19,12:04:33,still,,,,,,,,,
A_06_12A19,12:05:15,moving,,,,into bush,,,,,
A_06_12A19,12:06:15,end,,,,,,,,,
A_07_12A19,12:07:19,sitting,,,,,,,,,
A_07_12A19,12:07:28,grooming,,,,,,,,,
A_07_12A19,12:07:49,sitting,,,,,,,,,
A_07_12A19,12:07:52,moving,,,yes,,,,,two other squirrels at campsite,
A_07_12A19,12:07:59,digging,,,,,,,,,
A_07_12A19,12:08:09,sitting,,,,,,,,,
A_07_12A19,12:08:17,moving,,,,,,,,,
A_07_12A19,12:08:21,digging,,,,,,,,,
A_07_12A19,12:08:33,moving,,,,,,,,,
A_07_12A19,12:08:44,chewing,,,,,,,bark,,
A_07_12A19,12:08:54,moving,,,,into brush,,,,,
A_07_12A19,12:09:28,sniffing,,,,,,,,,
A_07_12A19,12:08:55,oos,,,,,,,,,
A_08_12A19,12:11:29,moving,,,,,,,,juvenile,
A_08_12A19,12:11:38,sniffing,,,,into brush,,,,,
A_08_12A19,12:11:55,moving,,,,,,,,,
A_08_12A19,12:12:05,laying,,,,,,,,,
A_08_12A19,12:12:50,moving,,,,,,,,,
A_08_12A19,12:13:09,oos,,,,,,,,,
A_09_12A19,12:15:16,moving,,,,,,,,,
A_09_12A19,12:15:52,still,,,,,,,,,
A_09_12A19,12:16:08,moving,,,,in campsite,,,,,
A_09_12A19,12:16:12,still,,,,,,,,,
A_09_12A19,12:16:33,moving,,,,,,,,,
A_09_12A19,12:16:37,standing,,,,,,,,hind feet,
A_09_12A19,12:16:40,moving,,,,,,,,,
A_09_12A19,12:16:45,still,,,,,,,,,
A_09_12A19,12:16:49,moving,,,,,,,,,
A_09_12A19,12:17:00,climbing,,,,tree,,,,,
A_09_12A19,12:17:15,still,,,,,,,,,
A_09_12A19,12:17:39,climbing,,,,tree,,,,,
A_09_12A19,12:18:11,itching,,,,,,,,,
A_09_12A19,12:18:19,moving,,,,,,,,,
A_09_12A19,12:19:00,eating,,,,,,,leaves,,
A_09_12A19,12:22:37,climbing,,,,down tree,,,,,
A_09_12A19,12:23:14,climbing,,,,up tree,,,,,
A_09_12A19,12:23:35,eating,,,,,,,leaves,,
A_09_12A19,12:25:16,end,,,,,,,,,
A_10_12A19,12:28:20,moving,,,,,,,,,
A_10_12A19,12:28:23,sitting,,,,in street,,,,,
A_10_12A19,12:28:32,moving,,,,,,,,,
A_10_12A19,12:28:38,laying,,,,,,,,,
A_10_12A19,12:28:43,moving,,,,,,,,,
A_10_12A19,12:29:01,oos,,,,into brush,,,,,
